Area,ED,Energy,SS,ResidueLength,PairNumber
8238.3,13777.7,-3575.69,118,170,771
7437.52,17389.2,-1866.4,15,128,1065
9823.97,24374.2,1021450.0,34,177,1313
5829.43,1707.88,-1143.17,45,71,103
4274.0,2123.43,-1365.3,10,71,188
3490.17,697.257,468.23,6,31,53
21154.7,175130.0,-7443.0,53,410,5323
11228.2,69214.0,-4965.0,25,258,3375
13467.2,46095.6,633839.0,161,273,2061
7468.17,16231.0,-4132.0,26,148,1019
6426.33,4895.27,-1233.5,9,96,347
3879.27,460.458,-638.37,1,36,35
3810.86,558.354,-621.95,5,43,52
11430.7,53225.0,-5573.0,111,255,2391
3367.33,1067.33,229215.0,59,51,102
3871.14,2149.74,-1144.16,51,54,165
6343.52,7803.47,-122.9,47,99,583
6006.48,2913.0,-2344.0,54,96,206
14036.5,61957.0,-5160.0,29,271,2753
6853.29,12224.7,-1724.21,223,105,765
5588.29,3787.32,654.52,18,100,294
14698.5,101900.0,-6227.17,37,283,3965
3632.38,445.385,-689.88,2,36,35
13655.9,112364.0,-7775.0,56,314,4531
4548.82,4079.21,-643.81,6,72,340
4334.32,2554.76,-778.55,23,63,184
8585.12,13882.9,298096.0,112,170,771
9147.94,27657.8,-4304.5,65,192,1521
4946.97,1422.95,-729.295,115,59,112
7527.4,15177.0,936.95,23,134,970
3750.66,593.358,-379.28,15,43,52
6134.61,8031.84,-3855.6,4,106,549
6058.55,8154.98,-3205.7,6,106,549
5231.66,2888.35,-871.38,9,72,205
9059.41,27635.7,-92.9957,94,166,1414
3633.04,691.307,-111.41,5,31,53
7538.38,14014.0,-1828.01,30,120,809
14564.4,86964.3,4211.1,84,289,3710
6910.79,17194.5,-2429.4,7,128,1065
14455.3,142404.0,-5825.11,322,308,6057
10538.2,43272.1,-1967.67,27,197,2257
15551.7,156668.0,992.34,97,310,6737
3727.26,447.371,-1043.1,0,36,35
6948.01,3949.45,-1099.18,81,101,249
6414.77,10326.7,-1400.44,25,109,689
15509.3,219614.0,-8553.0,38,308,7443
3747.57,452.327,-479.28,2,36,35
12868.0,70266.0,-5889.0,61,257,3058
6289.17,4014.16,-446.48,22,100,294
8346.32,20511.7,505.21,45,143,1203
7673.75,10752.9,-2179.44,122,156,654
15393.7,157229.0,1329.1,114,310,6737
12074.8,52760.8,760.278,153,218,2391
6837.09,7804.57,-2351.3,11,117,427
10404.4,26272.2,17505.7,30,174,1415
7836.78,5545.0,-2661.0,41,126,371
3859.38,357.141,861.92,11,54,28
7373.01,12295.0,-2754.0,18,137,802
8910.94,21863.9,31.585,38,143,1203
9995.3,27819.0,-5397.0,158,195,1521
19611.5,275948.0,7177.32,309,420,9137
7908.02,32768.8,1917.5,20,148,1919
15223.8,155420.0,1646.2,98,310,6737
10024.4,28335.4,7666.68,158,158,1403
6278.2,5145.35,-3171.8,12,109,317
4351.17,2686.19,-670.34,21,65,202
3688.96,564.476,-305.23,15,43,52
15526.1,192361.0,-3101.44,47,286,7322
12445.6,80724.0,-6302.0,143,266,3627
3751.68,549.782,-602.99,3,43,52
6000.15,5287.87,-652.72,8,105,371
9447.87,39223.0,-5248.0,54,208,1873
6905.09,9301.76,-1535.56,89,138,554
11407.4,61134.4,-1914.62,206,214,2600
17459.8,300261.0,-8843.03,50,412,10672
4664.12,547.87,735.53,23,65,35
11961.7,91536.0,-6886.0,27,275,4151
13098.1,73747.7,-1751.92,33,247,3630
5590.46,7042.01,-842.763,10,93,545
19923.7,301046.0,-8462.0,80,445,10102
7904.45,14766.2,590.98,44,127,802
8736.52,27646.8,-2751.05,24,156,1364
9735.13,11520.6,1561.46,120,156,654
4409.14,2436.77,-475.82,21,63,184
11893.9,54573.0,-6826.0,50,263,2537
12238.7,60089.1,-5356.63,41,247,2754
16308.7,255421.0,-9490.0,232,353,9804
5964.01,5194.53,-708.43,8,105,371
9111.94,16912.5,38.2713,22,142,844
3634.88,509.446,-386.72,2,43,52
17334.6,128599.0,-7516.0,46,362,5213
13981.4,119485.0,-5976.0,49,330,5526
9883.01,20257.3,-2007.91,30,157,1113
11930.6,38807.0,2278.98,145,235,1818
6743.59,14041.0,-3011.0,28,119,884
8197.25,21217.0,-37275.0,13,145,1251
4137.73,496.186,294.36,21,65,35
11206.9,43904.3,-1853.69,73,196,1885
13021.6,64487.7,3925.6,52,279,2979
13354.2,80105.9,61227.6,58,272,3539
17100.7,159100.0,-1007.46,196,359,6068
16091.3,177497.0,346887.0,271,367,7087
8432.22,32967.3,6038.93,94,148,1919
12677.7,81331.0,-6391.0,51,294,4060
4650.32,1005.96,-1087.9,19,66,101
5057.66,2343.84,1836.1,19,76,165
3715.44,555.546,-446.56,14,43,52
7000.41,9095.0,-2358.0,45,126,583
16850.7,166118.0,-6703.18,199,352,6744
5942.76,4037.42,-281.01,18,100,294
20787.3,411163.0,-2238.57,63,460,14125
5505.42,3703.87,-964.418,64,85,269
9416.31,11381.2,-337.873,36,156,654
8745.29,27356.0,-4790.0,18,173,1524
3892.77,1208.98,-880.88,9,55,88
8351.74,20999.9,791.8,39,143,1203
4060.48,2238.13,-1020.1,4,63,184
14695.8,42794.4,192233.0,234,278,1938
5680.03,4599.64,-1374.1,15,98,294
10642.8,36965.8,357830.0,213,193,2118
8915.34,11131.3,-1101.12,126,156,654
11456.0,51340.5,58900.8,140,209,2534
3554.83,554.964,-191.28,13,43,52
15345.8,88929.1,-6449.23,91,301,3369
15698.1,77392.0,-8602.0,194,362,3059
6682.17,10440.1,-2131.72,21,109,689
8616.4,16660.2,-1651.69,187,133,890
6767.17,6616.21,9420.81,97,95,427
4216.17,1678.24,-819.92,5,61,134
4686.53,1975.37,-1154.43,106,66,166
6268.12,13426.2,-1418.9,9,103,883
10305.4,17838.1,670616000.0,71,183,931
8613.9,10879.8,-1639.43,82,140,590
15580.0,115660.0,-7995.0,156,333,3634
11922.2,56822.9,-2111.99,22,209,2967
4597.41,1060.95,-1198.0,24,66,101
10597.5,28390.6,-1147.6,48,214,1469
4293.97,2592.53,-547.11,6,65,202
18467.3,288564.0,-545.094,123,346,7851
3717.91,409.761,1265.4,11,54,28
5376.97,7685.03,-1983.9,11,99,583
4053.54,411.019,738.6,5,54,28
4236.56,2713.22,-706.5,19,65,202
13149.5,72536.3,-1331.35,34,262,3211
5133.86,3017.88,2054.71,153,71,249
4857.91,662.417,-239.97,13,57,44
9205.97,38292.3,-3142.92,37,180,2054
11707.1,37767.5,44494.7,30,235,1818
4079.21,749.676,-719.7,14,58,43
4668.82,2152.44,631.94,30,75,165
7301.29,8035.4,-2190.75,67,109,486
15467.7,165738.0,-614.679,50,320,6391
6852.61,5247.15,-910.689,63,107,346
6254.29,10964.4,23722.7,254,102,764
7138.13,17627.9,-2149.9,10,128,1065
4275.79,1218.52,-1044.9,10,55,88
20675.4,244859.0,-2962.81,273,540,8870
3648.07,556.451,-116.98,14,43,52
3990.26,1189.34,-188.93,2,59,101
8989.21,12402.7,-1749.94,9,117,519
8300.99,4721.74,-890.363,24,131,271
15650.1,212661.0,1981.5,69,336,8195
9530.98,25710.9,21422.6,154,174,1415
23908.7,843725.0,-14353.0,62,533,20414
7896.17,19825.6,1303.8,38,143,1203
6652.08,6442.0,-2737.0,54,104,429
7241.11,34112.7,-2859.02,80,148,1919
4670.34,2262.33,-884.41,3,61,184
3896.28,1191.03,-857.38,9,55,88
14860.8,75688.9,137.645,255,336,3302
3445.06,679.502,121.48,3,31,53
7678.11,9165.0,-3651.0,25,135,613
4692.26,2485.38,-861.76,21,63,184
8677.76,26351.0,10285.5,36,156,1364
12125.5,75081.3,-5015.74,32,248,3630
6201.84,8131.72,-4271.3,10,106,549
3768.01,2187.95,-1459.1,4,63,184
10058.1,32710.2,53.1663,122,176,1922
13787.6,57650.0,-6542.0,55,308,2535
6147.31,3473.39,584.97,16,101,206
12225.3,49510.0,-4354.53,226,262,2394
5819.85,7907.8,-899.23,20,99,583
4653.21,1900.03,-611.55,3,66,164
3829.22,2257.56,-1841.9,20,63,184
8442.5,4922.0,-942.58,33,131,271
10761.6,33990.0,-3253.0,231,188,1262
11188.7,51577.9,1072.98,124,209,2534
9282.17,22829.0,-1489.52,215,145,1156
16699.8,144925.0,632966.0,74,362,5847
8277.34,22138.5,3647.55,121,139,1108
6202.74,5452.0,-1868.0,40,98,345
6992.02,7170.0,1133.5,26,109,432
13802.2,143402.0,1260.19,262,308,6057
4491.96,693.181,-301.62,16,58,43
8308.9,14267.3,386.66,45,127,802
15797.6,215938.0,-181.106,265,336,8195
4277.16,1050.39,-603.11,28,62,102
15903.2,157386.0,2162.8,90,310,6737
4626.77,1052.52,-971.81,21,66,101
4684.26,553.037,-38.629,24,65,35
14875.2,102007.0,-3342.05,39,283,3965
14209.7,86846.5,-624.896,58,291,3799
13278.0,75683.0,920210.0,189,262,3211
6679.62,4315.8,-1399.3,20,100,294
6693.0,3938.38,698.21,26,101,206
17907.7,193466.0,-1659.32,164,390,7459
7633.13,13361.0,-2629.0,24,132,694
8826.09,28460.0,-4927.0,21,183,1522
5061.43,3056.63,-2590.3,4,65,202
11569.5,54583.0,-4870.0,80,195,2596
3862.95,382.233,986.84,5,54,28
9685.81,16681.0,29686.9,167,172,973
5821.29,2467.63,737.67,4,81,169
3859.67,429.483,1612.1,11,54,28
3431.23,672.346,-245.46,4,31,53
4531.72,2275.08,-459.62,3,61,184
5976.81,9780.32,-169.372,138,98,651
5921.47,5120.72,84884.2,11,99,321
23120.1,197849.0,-4356.85,87,367,7087
12340.8,49616.5,-3371.38,227,262,2394
6279.92,2887.0,-2615.0,3,110,166
6370.27,11113.6,9655.49,252,102,764
11545.0,60319.1,-1614.39,216,214,2600
15924.2,161925.0,2717.1,102,310,6737
9078.92,39046.1,-1480.47,69,196,1885
12500.0,52617.9,-3605.67,160,288,2334
8533.09,13911.5,28717.3,118,170,771
23642.8,282331.0,198707.0,298,468,9276
11007.6,58003.8,-4355.36,202,223,2822
10317.3,37407.3,-4104.96,28,205,1751
7083.85,10184.0,-2655.0,13,131,585
7103.61,9871.0,-1347.0,19,118,583
12737.5,55797.2,14820.6,124,224,2192
5462.61,4349.97,-780.71,17,88,292
6893.55,12004.9,-695.308,222,105,765
8741.35,9626.53,-280.91,240,154,557
15309.3,74531.2,89602800.0,198,336,3302
13338.8,40853.1,-3351.05,117,234,1581
11543.7,69064.4,-5265.83,46,247,3373
6261.79,3466.59,111.28,17,101,206
4117.49,1936.64,-216.942,199,63,166
4538.86,2472.25,-440.02,25,63,184
3367.65,689.224,119.35,2,31,53
3475.99,725.526,381.69,5,31,53
3601.5,584.881,-87.544,17,43,52
8801.87,27497.3,506639.0,47,156,1364
15040.2,100039.0,-1133.87,41,281,3974
15446.8,87972.3,3977.1,81,289,3710
13376.5,62488.0,-6093.0,200,282,2683
14865.2,143234.0,-10126.0,249,336,5954
19191.0,333542.0,-1529.38,194,440,10967
3424.32,663.338,125.17,5,31,53
4378.13,1059.27,-985.16,30,62,102
8452.41,19915.0,-4480.0,38,130,1153
17135.1,171267.0,-11017.0,84,436,6524
19443.5,164584.0,827468000.0,167,352,6744
11000.9,41021.2,-2864.6,142,227,2059
19706.2,348350.0,-5205.97,249,440,10967
4556.3,6151.03,-742.95,15,68,481
4387.05,2212.47,-1053.5,8,61,184
7153.97,7294.86,-2153.57,74,109,486
7889.31,9586.19,-2085.23,13,130,490
7287.14,13159.0,-3401.9,10,118,762
9121.17,11296.2,3953.42,136,156,654
4097.15,2376.56,-165.55,20,63,184
7669.7,14103.6,-506.18,20,127,802
6317.09,5698.0,-2515.0,17,110,319
9949.18,30088.6,-1468.98,220,171,1747
15170.4,75481.4,-8270.75,284,336,3302
7577.44,11137.3,-1497.73,88,114,689
5893.8,6943.47,-3263.0,22,92,485
9130.42,15677.2,-713.937,32,140,845
14341.4,103575.0,-4866.39,224,281,4061
4832.67,1643.59,-950.73,6,70,131
3964.27,2043.64,-1725.2,3,63,184
5299.6,1033.88,-1483.1,6,57,76
6166.11,4175.54,-1377.97,11,88,318
3687.0,573.127,-472.19,13,43,52
11436.8,55716.0,-1932.88,180,209,2967
6804.13,5779.35,-1102.16,48,95,372
4345.37,2527.88,-168.33,29,65,202
9875.84,26309.8,16967.8,149,174,1415
4523.02,2671.53,-513.91,23,65,202
9629.37,16137.6,55544700.0,49,160,976
11567.3,29217.8,-729.88,43,178,1410
21778.1,293513.0,-13912.0,93,553,9965
4172.98,731.73,-1912.5,14,54,64
10929.0,43340.9,47256.3,69,196,1885
4897.1,1891.14,-930.83,10,75,165
11123.0,60015.0,-6162.0,138,268,2899
7143.56,6832.32,-829.521,20,118,426
6702.79,6943.0,-3104.0,19,140,429
5744.25,5292.4,67.3055,82,86,367
12768.7,72974.1,-1336.23,191,262,3211
4439.5,1009.48,-800.6,28,62,102
7775.65,14815.4,427.204,18,119,931
6666.6,13283.2,-959.975,191,96,804
21821.8,341478.0,-12348.0,378,582,11293
7857.04,13028.3,-2866.55,76,132,806
4291.8,6162.73,-16.57,19,68,481
6335.76,7188.02,6536.64,77,109,486
7851.49,9248.6,-919.47,18,138,554
5117.56,3121.89,-2411.9,4,65,202
4366.51,5965.78,-291.13,27,68,481
5279.28,4349.98,-209.68,16,85,346
6836.19,6597.0,-2753.0,10,118,429
5981.65,2748.05,376.45,18,81,169
6751.04,11320.9,-849.719,151,111,651
12315.8,77688.8,1650.01,44,252,3882
8035.22,15173.0,-3176.0,73,130,888
5382.0,4320.41,28785.3,15,88,292
24058.0,364155.0,-14146.0,62,572,10981
3939.56,537.282,-469.2,3,43,52
8371.48,9257.78,137683.0,177,135,587
3437.66,681.244,177.51,5,31,53
6421.53,5235.21,-1078.59,14,99,321
9773.64,34345.0,-3926.0,27,187,1576
21237.2,275719.0,107245000.0,287,420,9137
4412.69,1813.79,161870.0,72,63,166
3764.61,529.035,-298.86,5,43,52
8561.0,14646.8,-1523.11,18,140,845
17627.1,161929.0,-3124.58,218,352,6744
3734.79,560.755,-301.41,5,43,52
6837.9,6929.84,12371.2,105,95,427
7545.22,13874.6,-78.067,19,127,802
5482.26,4464.14,-931.6,15,85,346
15002.2,100047.0,-4066.5,45,281,3974
20587.6,317945.0,-12979.0,175,421,9269
12050.1,56242.9,768.037,115,224,2192
3507.43,657.925,282.95,4,31,53
14060.3,90561.6,-1075.95,218,254,3885
3953.63,749.89,-2130.6,13,54,64
15460.1,88966.7,4178.1,80,289,3710
4853.21,2932.41,85440.8,111,67,224
4369.55,6400.46,-598.43,14,68,481
4773.54,3238.45,-497.483,20,71,249
7375.65,15028.3,30420.2,126,134,970
9605.14,25699.1,-323.291,32,174,1415
8045.91,18543.0,-3928.0,30,153,978
6914.95,9962.62,804.91,15,115,547
3752.76,600.215,-536.26,5,43,52
4050.01,1932.78,-652.925,197,63,166
5447.46,3953.0,-1684.0,19,87,273
7241.93,15915.1,-1627.64,39,134,970
9785.9,14726.5,223647.0,55,143,771
7805.68,9405.57,-1694.85,183,135,587
16019.1,160766.0,-4796.16,253,352,6744
7745.82,4930.65,-1033.02,44,86,205
13487.9,75884.8,1620350.0,189,262,3211
5891.25,1090.43,-1459.6,7,57,76
15293.2,100185.0,-2663.0,37,281,3974
8999.55,18926.0,-3351.0,22,156,1068
8998.96,21480.0,-2199.0,27,141,1160
5627.93,2529.63,732.7,9,81,169
6476.12,8333.26,-485.797,92,104,457
4865.23,2429.1,-545.71,17,63,184
11852.3,59052.0,-7234.0,78,324,2759
7865.17,13387.6,-929.456,280,170,771
3729.62,481.768,-559.18,2,36,35
5861.4,11250.0,-1403.11,251,102,764
4795.78,1646.79,-1083.2,6,70,131
13949.5,135010.0,-2953.86,209,279,5626
4027.07,2206.96,9483390.0,186,54,165
5426.4,5623.77,-1371.3,5,89,425
4559.05,6225.52,501.0,22,68,481
12906.5,58879.0,-4794.0,33,260,2537
7910.22,11520.3,49383.6,212,114,689
8054.7,11737.0,-1694.0,16,140,732
19065.6,196213.0,-10291.0,479,419,7105
11355.6,58437.0,-2156.14,314,217,2904
9916.12,27700.3,-1401.65,158,158,1403
9562.83,16796.6,-3696.76,32,172,973
9315.58,14086.6,-1175.9,113,148,729
9798.73,16144.5,15608400.0,49,160,976
10280.4,69719.0,-5923.0,37,277,3294
3510.9,574.404,-50.146,13,43,52
11474.5,54138.0,-7100.0,30,254,2681
12784.6,73398.0,-1184.54,26,249,3630
3354.9,570.961,14.36,17,51,45
4571.25,6338.45,-679.3,27,68,481
10599.0,28167.8,-108.418,63,194,1521
11985.9,52697.9,-987.439,130,224,2192
3708.74,547.257,-724.23,8,43,52
4683.65,2349.56,-1236.8,9,61,184
3717.77,551.984,-266.77,4,43,52
4772.51,2969.37,-1302.21,92,67,224
11786.1,56493.0,-432.4,30,209,2967
8449.59,8783.95,1954.9,35,144,553
14450.3,96190.7,307.667,224,294,4249
7573.72,9232.94,586865.0,197,138,554
10658.2,41392.8,-3631.18,160,227,2059
4463.83,6773.63,326.48,25,68,481
3852.46,1226.25,-648.92,9,55,88
8470.06,16579.0,-3321.0,41,151,851
8884.85,20908.9,-1356.54,31,143,1017
16273.9,158074.0,-7742.0,40,365,6176
3314.32,691.741,-9.3917,2,31,53
8589.68,9761.85,-1607.35,15,135,587
4853.99,2687.28,-534.74,26,65,202
15484.8,99907.5,-1322.93,134,281,3974
8971.69,20511.0,-2160.93,106,163,1162
4971.29,3846.01,-1628.0,17,79,317
5143.1,4426.41,-1081.27,22,85,343
4181.09,1688.57,-672.0,5,61,134
12114.7,37051.4,-1279.73,206,225,1755
13703.9,90739.2,-1692.4,293,254,3973
14941.2,86906.0,-7672.0,76,299,3801
6663.66,7656.42,-2398.3,11,117,427
3538.9,686.655,320.43,5,31,53
13606.1,77230.0,-5515.0,47,311,2838
13904.1,78426.0,-8356.0,75,256,2902
10844.0,67197.0,-4388.0,171,218,3369
3435.05,658.885,157.88,3,31,53
4291.41,682.788,-479.5,18,58,43
8846.52,8053.0,-3018.0,9,109,397
18747.4,251499.0,-12190.0,69,470,9008
11681.1,31899.9,30410.1,132,234,1581
10730.8,57883.8,-2920.34,161,217,2904
5447.78,4498.23,-758.31,10,85,346
20226.9,213976.0,-10369.0,87,458,7466
5498.0,7006.0,-2708.0,11,89,485
5313.25,3832.92,-976.761,65,85,269
10297.9,37520.5,131.413,42,219,1875
8374.02,21127.3,137.92,37,143,1203
3583.52,709.054,33.598,5,31,53
5681.55,12735.6,-1944.3,20,103,883
7773.63,12782.0,-508.325,36,130,694
7283.9,4754.03,-1534.54,56,86,205
10153.6,34056.2,-906.789,45,176,1922
9497.39,27019.2,-1482.42,174,158,1403
3585.36,479.273,-1021.7,3,36,35
4869.96,2214.06,60.375,30,75,165
6380.57,7433.01,2940800.0,8,93,545
5203.41,4226.32,-961.249,14,88,292
10383.7,30996.1,3124.92,44,203,1580
22474.1,410136.0,322.232,63,473,14125
4427.91,2050.91,305.2,10,75,165
8129.69,12485.0,-3637.0,30,142,767
17627.1,160543.0,-5014.33,201,359,6068
14290.8,145913.0,2198.8,276,308,6057
3919.07,2209.72,-514.742,3,43,161
11230.9,55952.3,-1323.23,176,209,2967
4479.07,2100.31,133.98,19,75,165
9510.24,24876.0,-3294.0,23,132,1206
4737.03,2688.51,-616.07,18,65,202
32060.7,1162880.0,-25291.0,198,944,31312
13918.2,56699.7,-1924.25,133,215,2188
13991.0,79967.6,-3367.28,246,336,3302
6554.22,6866.83,118725.0,77,118,426
3979.02,2553.84,-749.61,19,63,184
13676.7,99194.0,-8587.0,48,296,4061
4088.17,464.961,668.62,20,65,35
3958.48,754.836,-2039.1,13,54,64
6301.54,5380.22,-881.925,9,99,321
8356.71,20866.0,19.403,36,143,1203
6122.01,5209.91,-945.46,8,105,371
9153.93,20500.1,-1577.64,161,163,1162
5546.69,7567.11,-90.661,14,99,583
5188.7,2103.56,-567.91,7,75,165
3704.34,543.46,-378.13,15,43,52
8558.68,25370.1,-2815.0,22,157,1519
10008.1,9011.0,-2057.0,18,113,423
15297.7,86958.0,573.077,99,301,3369
9303.15,39701.3,906531.0,117,207,1995
11933.0,54791.4,-3123.3,47,220,2461
8877.76,17089.3,-1998.18,21,142,844
10622.3,30139.0,-4582.0,99,222,1525
8785.26,33363.0,-4393.0,55,154,1572
11963.1,61437.5,1945540.0,153,237,2672
15257.9,127483.0,-10062.0,46,326,5417
9290.96,28679.1,164677.0,96,179,1626
9530.78,11261.9,861167.0,41,156,654
8362.46,15542.0,-180.46,26,127,802
9897.12,17428.3,-2483.86,28,172,973
12700.8,41996.4,-1034.65,223,278,1938
4542.98,1780.09,-322.92,8,66,164
4377.86,6689.91,-98.315,18,68,481
8573.38,20160.0,-3973.0,78,147,978
7896.51,13892.6,-3294.51,30,170,771
5867.54,7520.58,-733.481,100,104,457
5304.7,4505.0,-1884.0,15,97,322
10900.9,41421.2,-3093.93,151,227,2059
5331.27,4495.42,-459.89,12,85,346
8170.54,9437.43,-2658.35,183,135,587
8088.8,14070.0,-1060.5,20,127,802
4339.67,2685.68,-183.33,39,65,202
3909.97,459.308,-678.17,3,36,35
4344.77,2191.06,-717.62,2,61,184
23197.6,516498.0,24141.3,322,540,18067
6793.72,8179.11,-2402.7,3,106,549
8574.22,26612.4,-2464.46,37,156,1364
13982.3,53367.8,-1115.59,58,288,2334
5590.87,8169.0,-2432.0,214,102,614
11329.8,77046.4,56050.9,154,252,3882
9514.94,27926.0,-2584.0,21,171,1521
6587.89,6056.55,33580.9,15,95,372
9335.32,37582.3,-2122.42,37,180,2054
4940.41,6615.62,-339.7,12,67,481
3760.84,556.513,-509.66,5,43,52
16945.8,158869.0,-7539.78,200,359,6068
4724.29,2260.9,-1377.6,11,71,188
9417.97,28515.4,-1271.95,21,156,1364
11858.6,34081.5,3401.5,53,210,1213
9724.84,30526.4,1174640.0,42,171,1747
6012.17,8187.85,-3538.1,11,106,549
4013.65,375.9,1237.5,7,54,28
14965.2,117525.0,-7860.0,36,308,4721
8890.08,10049.7,82686800.0,40,138,554
16082.2,142359.0,-7970.0,153,333,5742
8037.17,4660.18,-880.452,87,131,271
14478.8,160104.0,-9461.0,97,355,5958
4327.13,497.796,696.1,20,65,35
16466.1,212894.0,1923160.0,64,336,8195
10893.7,36680.7,-1380.04,31,205,1751
7184.81,4115.86,-945.393,86,101,249
12416.7,63494.0,-4503.0,167,219,2530
4200.96,1649.96,-251.52,9,61,134
24534.4,465689.0,-12609.0,55,498,12195
6118.15,7927.89,-3888.3,9,106,549
22832.0,242950.0,131516000.0,280,537,8350
14739.3,59547.6,-3788.04,77,305,2610
3488.14,696.189,223.59,4,31,53
14423.9,160026.0,-6986.0,34,315,6401
4442.64,6505.92,418.51,29,68,481
9745.76,19883.4,1946550.0,205,157,1113
4387.37,2719.44,-498.73,30,65,202
6307.38,8056.0,-1308.0,18,84,453
7621.0,10270.0,-2444.0,45,126,621
5198.79,3686.78,-417.85,21,82,289
8211.02,32789.9,-364.879,22,148,1919
11142.7,69478.1,-5339.65,192,247,3373
14088.9,103561.0,-7853.0,45,288,4344
7388.5,4160.78,-990.983,85,101,249
5042.45,3022.89,-2187.0,4,65,202
7870.51,12594.0,-1170.02,212,105,765
3673.88,535.077,-555.32,4,43,52
6204.36,8094.09,-3917.5,9,106,549
10199.6,47695.0,-5340.0,28,210,2458
21268.3,255782.0,93622100.0,269,540,8870
5169.06,3143.15,-825.112,25,77,205
19057.6,366884.0,-14247.0,111,472,12970
7972.2,9787.2,-1086.14,206,107,517
14257.1,34777.7,1041.0,62,210,1213
29028.0,681375.0,-17886.0,131,700,19440
9168.09,30287.6,-1208.37,35,171,1747
7095.85,5112.63,-1670.61,17,107,346
11709.8,75826.0,-4969.0,26,249,3794
9210.27,16938.0,-1397.66,25,142,844
11905.9,67599.0,-7002.0,108,248,3293
4193.79,512.81,397.35,26,65,35
7458.17,6592.56,710658.0,80,95,427
7601.16,14045.4,-242.89,11,127,802
3595.96,590.831,-448.11,16,43,52
12579.8,43082.0,-5709.0,45,248,1524
3492.95,702.489,290.38,6,31,53
8759.63,11000.9,-1447.31,119,156,654
4454.91,2590.48,-692.66,14,65,202
7261.93,13613.9,308369.0,17,96,804
17290.7,217684.0,-10402.0,95,472,8093
8277.85,14326.4,-1073.23,97,140,845
6812.61,17280.0,-3212.0,70,125,1062
10834.9,57876.0,-1862.15,165,217,2904
8929.79,38617.5,-2706.41,52,180,2054
4751.93,2107.43,529.3,17,75,165
3515.6,651.702,372.1,5,31,53
5753.44,1817.02,-1193.39,45,71,103
4215.36,538.368,195.79,23,65,35
4443.4,552.658,34.789,17,65,35
4907.91,2859.84,-1235.61,19,77,244
35031.2,839199.0,-16112.0,533,713,24012
11609.4,43739.8,9149.03,35,197,2257
13301.5,85246.7,-2686.34,53,291,3799
20428.7,342802.0,-12263.0,293,451,11877
10239.3,37067.6,433258.0,32,205,1751
4836.66,2773.67,-951.12,12,72,205
23112.1,280625.0,-1075.9,299,468,9276
4823.82,1907.92,-619.05,10,75,165
10777.0,72681.0,-6298.0,46,230,3702
9838.78,34433.1,-2661.37,195,208,1691
8564.48,11342.1,-1627.15,12,117,519
9279.57,22387.6,1337.3,57,143,1203
3883.55,496.342,-913.6,3,36,35
20098.3,191792.0,-10205.0,70,425,6872
5987.77,4020.33,-711.79,13,100,294
7302.23,12510.5,-739.93,12,123,726
3678.42,540.436,-710.45,7,43,52
8954.65,17145.0,639020.0,228,133,890
3999.43,2070.66,-1447.0,6,63,184
4602.48,1804.29,-470.07,9,61,116
4604.63,3234.45,-549.33,20,71,249
5241.34,3422.31,2725.45,2,51,132
5038.23,2852.38,-857.36,11,72,205
5525.03,8676.73,-1508.49,24,93,577
4994.56,2982.05,-576.123,154,71,249
8835.37,16307.1,-3144.47,42,160,976
7172.38,11795.2,228.499,148,111,651
5822.95,4763.86,-1101.44,18,85,343
3365.54,683.849,157.42,3,31,53
7707.54,11223.7,-2436.6,21,121,622
12452.8,70498.0,-7285.0,38,238,3292
10779.3,37767.5,-3212.63,35,235,1818
14278.4,87200.3,-6360.45,65,297,3369
13269.4,54048.0,-5043.0,44,247,2463
15990.6,166613.0,-897.278,51,320,6391
4529.61,2684.55,-847.57,18,65,202
6016.71,5795.0,-312.0,17,93,396
14531.4,87185.6,-452.342,57,291,3799
6192.73,13384.6,-960.61,8,103,883
9710.07,24257.9,105521.0,28,177,1313
8203.24,13298.0,-3344.0,9,112,549
7187.53,4181.75,65488.6,14,101,249
10429.7,43333.6,-1052.19,149,197,2257
19058.8,186884.0,-11048.0,92,439,6521
7614.29,9558.45,-768.109,96,123,621
14078.4,53062.2,-1616.93,177,288,2334
3976.15,1463.38,-855.318,160,52,133
4677.48,2070.73,476.87,20,75,165
7611.54,9556.16,-1463.2,102,123,621
8856.03,18848.9,-3185.96,117,148,977
7463.3,13978.3,6442.68,28,120,809
6765.43,7715.91,1095.26,59,90,405
10669.3,47859.9,-3811.14,83,190,2118
12301.7,78689.3,-627.038,41,252,3882
8681.46,20178.1,-2645.45,104,163,1162
10795.6,41625.9,-3054.15,160,227,2059
4356.72,2294.59,-133.24,4,61,184
6848.32,5961.57,460029.0,84,95,427
12462.1,60594.3,-3668.59,32,247,2754
15088.6,177860.0,-3264.22,210,367,7087
12000.7,73949.5,14166.0,25,249,3630
5943.56,7231.43,-1259.11,10,93,545
13119.4,37516.9,-1748.38,152,225,1755
6181.32,12949.8,-1094.1,17,103,883
7732.28,6866.33,-1343.46,34,108,428
3342.8,347.053,2120.2,11,54,28
8089.92,8588.81,2072.3,33,144,553
12556.6,36435.8,-2352.5,195,225,1755
13791.6,124156.0,-7384.0,156,287,5016
3878.77,765.918,-1796.2,13,54,64
8226.43,12418.3,-2629.86,53,130,694
9178.1,12318.9,1615.0,24,152,693
7655.41,10205.0,-3969.0,17,137,621
